listing_type,id,version,total_downloads,2026_03_11,2026_03_12,2026_03_13,2026_03_14,2026_03_15,2026_03_16,2026_03_17,2026_03_18,2026_03_19,2026_03_20,2026_03_21,2026_03_22,2026_03_23,2026_03_24,2026_03_25,2026_03_26,2026_03_27,2026_03_28,2026_03_29,2026_03_30,2026_03_31,2026_04_01,2026_04_02,2026_04_03,2026_04_04,2026_04_05,2026_04_06,2026_04_07,2026_04_08,2026_04_09,2026_04_10,2026_04_11,2026_04_12,2026_04_13,2026_04_14,2026_04_15,2026_04_16,2026_04_17,2026_04_18,2026_04_19,2026_04_20,2026_04_21,2026_04_22,2026_04_23,2026_04_24,2026_04_25,2026_04_26,2026_04_27,2026_04_28,2026_04_29,2026_04_30,2026_05_01,2026_05_02,2026_05_03,2026_05_04,2026_05_05,2026_05_06,2026_05_07,2026_05_08,2026_05_09,2026_05_10,2026_05_11,2026_05_12,2026_05_13,2026_05_14,2026_05_15,2026_05_16,2026_05_17,2026_05_18,2026_05_19,2026_05_20,2026_05_21,2026_05_22,2026_05_23,2026_05_24,2026_05_25,2026_05_26,2026_05_27,2026_05_28,2026_05_29,2026_05_30,2026_05_31,2026_06_01,2026_06_02,2026_06_03,2026_06_04,2026_06_05,2026_06_06,2026_06_07,2026_06_08,2026_06_09,2026_06_10,2026_06_11,2026_06_12,2026_06_13,2026_06_14,2026_06_15,2026_06_16,2026_06_17,2026_06_18,2026_06_19,2026_06_20,2026_06_21,2026_06_22,2026_06_23,2026_06_24,2026_06_25,2026_06_26,2026_06_27,2026_06_28,2026_06_29,2026_06_30,2026_07_01,2026_07_02,2026_07_03,2026_07_04,2026_07_05,2026_07_06,2026_07_07,2026_07_08,2026_07_09,2026_07_10,2026_07_11,2026_07_12,2026_07_13,2026_07_14,2026_07_15,2026_07_16,2026_07_17,2026_07_18,2026_07_19,2026_07_20,2026_07_21,2026_07_22,2026_07_23,2026_07_24,2026_07_25,2026_07_26,2026_07_27,2026_07_28,2026_07_29,2026_07_30,2026_07_31,2026_08_01,2026_08_02,2026_08_03,2026_08_04,2026_08_05,2026_08_06,2026_08_07,2026_08_08,2026_08_09,2026_08_10,2026_08_11,2026_08_12,2026_08_13,2026_08_14,2026_08_15,2026_08_16,2026_08_17,2026_08_18,2026_08_19,2026_08_20,2026_08_21,2026_08_22,2026_08_23,2026_08_24,2026_08_25,2026_08_26,2026_08_27,2026_08_28,2026_08_29,2026_08_30,2026_08_31,2026_09_01,2026_09_02,2026_09_03,2026_09_04,2026_09_05
map,nz-wellington,1.0.0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,23,10,11,7,15,10,3,7,3,2,3,2,3,2,2,3,3,2,2,0,2,2,2,1,2,2,0,6,1,0,0,0,3,0
map,oklahoma-city,1.0.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,5,2,3,4,2,3,0,3,3,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
map,oklahoma-city,1.1.0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,6,3,5,1,3,1,2,1,3,1,0,0,1,1,3,0,0,1,0,0,4,3,1,0,2,1,1,0,0,1,0,0,3,1,2,1,2,3,1,1,1,1,1,0,0,1,0,1,2,1,0,0,1,2,0,0,0,1,1,2,0,2,1,1,2,0,0,0,1,3,1,1,1,0,0,0,0,3,1,0,0,0,1,0,0,2,0,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
map,oklahoma-city,1.1.1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
map,oklahoma-city,1.2.0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,8,8,2,5,7,4,5,5,2,6,8,5,4,4,7,3,4,4,3,2,3,3,2,2,1,1,1,1,1,0,1,3,1,0,0,0,1,1,0,0,0,3,0,1,0,2,1,1
map,opo-pt-metropolitan,v0.1.1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
map,opo-pt-metropolitan,v0.2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
map,opo-pt-metropolitan,v0.2.1,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,17,8,7,7,5,4,6,7,4,7,6,2,1,2,2,3,2,1,8,6,4,1,3,3,5,7,7,4,3,3,3,1,1,0,3,1,1,3,2,1,1,1,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
map,opo-pt-metropolitan,v0.3.0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,44,9,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
map,opo-pt-metropolitan,v0.4.2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
map,opo-pt-metropolitan,v0.4.3,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,37,26,22,15,16,17,11,20,14,26,11,8,8,7,6,13,17,7,3,9,5,5,4,3,5,3,2,9,1,4,4,5,0,6,2,0,0,2,0,9,3,3,3,1,6,2,0,1,3,0,8,6,1,1,2,4,1
map,orange-county,1.0.3,156,15,6,4,7,8,1,0,2,1,0,1,2,1,0,1,1,1,0,0,5,1,6,1,3,1,3,0,4,4,1,2,2,6,2,1,3,2,1,6,1,1,2,0,1,0,1,2,2,0,1,0,0,0,2,2,0,0,2,0,2,1,0,1,0,0,1,2,1,0,2,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,2,1,3,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
map,orange-county,1.1.0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,1,3,2,2,0,3,0,1,4,7,2,0,1,3,2,0,4,2,0,1,0,0,1,0,2,0,0,0,0,1,0,1,0,3,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
map,orlando,1.1.1,282,0,0,0,0,0,0,0,0,0,0,0,2,6,1,2,4,3,0,1,6,4,10,5,2,5,8,6,1,13,4,4,7,4,4,4,3,2,5,3,2,3,5,2,4,0,2,2,2,3,0,1,2,3,4,6,4,2,4,0,5,0,0,4,1,0,1,0,2,2,2,1,3,2,1,1,2,2,1,0,3,1,2,1,2,0,1,3,3,1,3,2,5,0,2,1,2,3,0,0,0,3,1,1,4,0,0,6,2,0,2,5,1,2,3,0,2,0,0,1,0,4,1,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
map,orlando,1.2.0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,14,14,16,5,8,8,8,8,7,8,8,6,6,5,4,5,5,5,6,14,2,4,5,1,3,2,6,1,1,2,0,3,1,1,1,5,3,1,1,2,4,1,0,1,1,1,1,0,0,2,1
map,orleans,1.0.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,3,1,0,3,0,0,0,0,0,1,0,0
map,oslo-no,1.0.0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,31,20,17,19,14,19,10,16,9,3,9,4,5,6,4,3,5,7,4,5,2,5,6,4,4,4,4,4,1,9,7,2,3,5,9,4,2,8,3,4,3,3,3,1,1,1,5,2,0,2,1,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
map,oslo-no,1.1.0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,51,21,18,10,24,28,12,17,15,10,12,14,14,10,6,4,6,6,12,13,10,8,7,3,6,10,1,2,3,2,2,4,5,6,10,3,6,2,7,0,6,8,2,1,3,4,2,4,3,3,1,2,2,1
map,ottawa,1.0.1,57,55,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
map,ottawa,1.1.3,480,67,8,3,6,8,0,5,2,5,3,6,3,5,4,5,2,2,4,3,7,8,14,6,5,2,8,5,15,6,8,10,9,12,4,3,5,1,1,3,1,2,5,1,1,0,2,3,4,3,1,2,2,2,3,3,2,1,0,5,10,1,1,0,1,4,4,2,2,1,1,3,3,1,4,1,3,1,1,1,0,4,3,4,1,1,2,0,2,3,2,3,4,2,2,3,0,7,3,1,2,1,2,3,4,1,2,0,4,7,5,2,2,5,3,1,2,0,2,1,3,1,3,1,0,0,1,1,0,2,0,3,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
map,ottawa,2.0.2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
map,ottawa,2.1.0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,41,29,16,17,15,9,20,14,4,3,8,7,11,3,5,4,5,4,5,3,1,2,4,1,4,3,5,16,10,2,2,5,3,2,1,1,3,2,2,0,1,1,4,1
map,palermo,1.0.0,103,5,2,1,4,3,0,0,0,2,0,0,0,0,0,0,1,3,1,0,4,3,4,0,2,2,1,3,1,5,2,2,0,3,1,1,1,1,0,0,2,0,1,0,1,0,1,2,0,3,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2,0,0,1,2,1,1,0,0,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
map,palermo,1.1.0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,3,1,0,4,3,5,6,2,1,1,1,1,1,1,0,2,0,3,1,0,0,1,2,0,1,0,0,1,1,3,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0
map,palma-de-mallorca,1.0.0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,12,12,5,1,6,3,3,4,1,8,5,4,1,4,4,2,2,2,2,5,1,2,1,0,0,1,3,1,0,3,3,0,1,0,3,2,1,1,0,1,1
map,paris-ile-de-france,v1.0.0,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,100,68,70,40,32,39,33,34,14,40,27,25,22,34,29,23,15,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
map,paris-ile-de-france,v1.0.5,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,77,69,49,36,32,19,11,8,11,8,7,5,15,7,6,9,6,0,0,0,0,0,0,0,0,0,0,0
map,paris-ile-de-france,2.0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
map,paris-ile-de-france,2.0.1,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,24,22,11,10,16,13,9,17,11,2
map,pau,1.0.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,1,0,0,0,1,0,1,1,1,0,0
map,pays-basque,1.0.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,2,3,2,2,2,0,4,2,2,2,0
map,pianura-emiliana,1.0.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,1,0,2,3,0,3,1,0,2,1,1,1,5,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,2,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
map,pianura-emiliana,1.1.0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,1,4,3,2,5,2,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
